Client_ID,Address_1,Address_2,Zipcode
C00002801,82 College Drive,,14644
C00002802,8929 Pennsylvania Drive,,10178
C00002803,73 Elizabeth St.,,45710
C00002804,547 Golden Star St.,,44728
C00002805,62 Race Road,,46532
C00002806,5 Vine Rd.,,2305
C00002808,8705 N. Harvey Drive,,48088
C00002809,88 Peachtree Dr.,,44534
C00002810,19 East Lake Forest St.,,46629
C00002811,69 Woodsman St.,,10153
C00002812,8228 Shipley Street,,1851
C00002813,7090 Birchwood Court,,40617
C00002814,653 West Courtland St.,,46772
C00002815,7137 Orange St.,,45973
C00002816,781 East Lake Street,,40418
C00002817,7118 N. Queen Ave.,,10108
C00002818,123 North Saxon Drive,,48576
C00002819,422 Summer Street,,40980
C00002820,993 Sunset Dr.,,13221
C00002821,9280 Selby Ave.,,41402
C00002822,281 Lawrence St.,,14270
C00002823,995 East Linden Court,,41791
C00002824,979 Rock Creek Avenue,,40375
C00002825,874 Walt Whitman St.,,2464
C00002826,154 Marvon Lane,,2269
C00002827,9316 Valley Rd.,,46358
C00002828,86 Elm St.,,47952
C00002829,19 Oxford Dr.,,42477
C00002830,72 Walnutwood Court,,1118
C00002831,217 Warren Street,,41727
C00002832,87 Windsor Lane,,42978
C00002833,9631 Lakeview Road,,45249
C00002834,3 Grand Rd.,,42673
C00002835,687 Marconi St.,,44424
C00002836,968 Golden Star Road,,49132
C00002837,332 Heather Rd.,,45371
C00002838,251 South Road,,2465
C00002839,16 North 2nd Street,,43548
C00002840,987 Saxon Court,,48964
C00002841,34 Parker St.,,45168
C00002842,91 Pilgrim St.,,49450
C00002843,320 South Glenholme Drive,,49318
C00002844,84 Honey Creek Street,,1119
C00002845,345 Wagon Street,,48338
C00002846,12 North Nut Swamp Rd.,,10036
C00002847,17 Brewery St.,,41698
C00002848,780 Coffee Drive,,48550
C00002849,694 Silver Spear Ave.,,43327
C00002850,27 Longfellow Avenue,,44579
C00002851,605 Garfield Street,,45215
C00002852,67 Maiden Ave.,,45973
C00002853,591 Pennsylvania St.,,42322
C00002854,955 Old Lakeshore Dr.,,43700
C00002855,7471 Trout Road,,48570
C00002856,9063 Rockland Lane,,41782
C00002857,737 College Avenue,,49666
C00002858,12 Alton Drive,,48671
C00002859,371 West Rd.,,47429
C00002860,896 South Buttonwood Street,,40160
C00002862,8433 Atlantic Ave.,,47774
C00002863,782 Applegate Street,,43258
C00002864,7859 Poplar Circle,,1128
C00002865,8076 SW. Cambridge Street,,47169
C00002866,736 Gulf Avenue,,42044
C00002867,4 Sherwood St.,,10016
C00002868,9092 Nicolls Dr.,,41956
C00002869,75 Paris Hill Court,,10087
C00002870,766 Hamilton Lane,,45024
C00002871,98 Pumpkin Hill Street,,2143
C00002872,3 Woodsman Court,,13224
C00002873,772 Shore Ave.,,47594
C00002874,574 Prince Street,,46581
C00002875,7398 Circle St.,,45912
C00002876,87 Ryan St.,,10033
C00002877,82 College Ave.,,2269
C00002878,8183 Roberts Ave.,,40826
C00002879,8810 Bald Hill Drive,,45831
C00002880,89 Wellington Ave.,,1904
C00002881,41 Bishop Lane,,48053
C00002882,8807 Kingston Street,,49476
C00002883,44 Thatcher Ave.,,41019
C00002884,8873 Coffee Rd.,,46225
C00002885,8667 Beechwood Ave.,,10118
C00002886,9903 Roosevelt St.,,10116
C00002887,97 Fremont Ave.,,42696
C00002888,8487 North Wellington Ave.,,10019
C00002889,81 Mulberry St.,,40189
C00002890,533 Galvin Dr.,,45860
C00002891,756 Livingston Ave.,,43307
C00002892,8891 North Ave.,,46589
C00002893,9676 8th Street,,44856
C00002894,8282 North High Ridge Road,,47739
C00002895,8 Alderwood St.,,43533
C00002896,57 West Winchester St.,,10022
C00002897,8856 W. 53rd Drive,,44381
C00002898,9843 High Ave.,,49529
C00002899,13 Roosevelt Court,,40009
C00002900,724 Saxon St.,,45037
C00002901,3 SW. Mayflower Road,,47330
C00002902,67 Morris Lane,,44837
C00002903,8431 Prince Dr.,,43180
C00002904,66 East Oak Avenue,,48266
C00002905,333 New Saddle Rd.,,48994
C00002906,71 Pawnee Avenue,,49844
C00002907,449 Bowman Lane,,49390
C00002908,62 North Bank Lane,,10161
C00002909,25 North Bradford Ave.,,43982
C00002910,7725 Woodland Rd.,,10705
C00002911,410 Arrowhead Ave.,,49713
C00002912,9104 Cooper Street,,46202
C00002913,10 Beaver Ridge Ave.,,40152
C00002915,789 Green Hill St.,,42044
C00002916,6 W. Logan St.,,10027
C00002917,11 Oak St.,,45530
C00002918,7400 Grandrose Ave.,,49133
C00002919,795 Princess Dr.,,47592
C00002920,9709 Hill Field Lane,,49328
C00002921,2 Boston Street,,47466
C00002922,662 Rockcrest Drive,,45130
C00002923,804 Glen Eagles Ave.,,41807
C00002924,41 Indian Summer Ave.,,40439
C00002925,9561 East Peachtree Court,,47916
C00002926,166 High Ridge Lane,,40693
C00002927,2 Sherwood Ave.,,46613
C00002928,86 Depot Lane,,46203
C00002929,667 Oxford Court,,10128
C00002930,7905 N. Valley Drive,,40899
C00002932,37 East Victoria Road,,10129
C00002933,8302 Rockwell Drive,,48170
C00002934,91 South Lafayette Lane,,47178
C00002935,8682 North Applegate Street,,2724
C00002936,7491 E. Grant Dr.,,41699
C00002937,9712 Bishop Lane,,43941
C00002938,9842 Oakwood St.,,46400
C00002939,73 Sunbeam Road,,45503
C00002940,121 Mill Pond Ave.,,10281
C00002941,270 Nicolls Dr.,,40750
C00002942,78 Wall Ave.,,47694
C00002943,7088 Victoria Ave.,,10112
C00002944,50 North Sussex Street,,2143
C00002945,9670 Hilltop Ave.,,47708
C00002946,8369 Cedar Street,,44081
C00002947,261 Tower Street,,42930
C00002948,7354 Summer Drive,,49187
C00002949,180 E. Meadow St.,,47529
C00002950,9213 Brickell Dr.,,46733
C00002951,56 Gates Avenue,,10705
C00002952,885 8th St.,,45308
C00002953,36 Charles Dr.,,41686
C00002954,8634 Anderson Lane,,42786
C00002955,20 Central Street,,42104
C00002956,2 W. Plumb Branch Street,,47365
C00002957,7283 Hilltop Lane,,41604
C00002958,128 Old Liberty Dr.,,1609
C00002959,373 Evergreen Ave.,,48079
C00002960,8683 Grand Street,,10022
C00002961,65 Belmont Street,,10123
C00002962,7597 Carriage St.,,10111
C00002963,22 Laurel Street,,10033
C00002964,760 West Hilltop Rd.,,47270
C00002965,7502 Van Dyke Road,,40454
C00002966,203 Warren Circle,,2466
C00002967,9945 Brickell Ave.,,41234
C00002968,634 East Newport Court,,42568
C00002969,436 Redwood Dr.,,1851
C00002970,391 Carriage Ave.,,1851
C00002971,82 Applegate Dr.,,10158
C00002972,9556 Rockland Lane,,10012
C00002974,770 East Locust St.,,2140
C00002975,93 Fulton Dr.,,41033
C00002976,7642 Ocean Street,,2744
C00002977,563 SW. Applegate Street,,41973
C00002978,547 South Campfire Ave.,,49543
C00002979,158 Queen Drive,,40398
C00002980,504 Grove Ave.,,43087
C00002981,476 Market Street,,46494
C00002982,516 Sherman Rd.,,43907
C00002983,986 Helen Street,,43537
C00002984,7707 Bridge Street,,1905
C00002985,8777 Green Hill Lane,,1910
C00002986,751 Columbia Circle,,45859
C00002987,374 Alderwood St.,,47259
C00002988,78 Theatre St.,,48534
C00002989,8598 East 2nd Court,,46134
C00002990,32 Jackson Drive,,42553
C00002991,25 Fremont St.,,43740
C00002992,7049 East Virginia Rd.,,44745
C00002994,8645 West Forest Dr.,,44872
C00002995,250 Cemetery Drive,,43654
C00002996,346 East Beechwood Lane,,10115
C00002997,9926 Bayport St.,,10109
C00002998,8435 E. Cemetery Ave.,,10260
C00002999,74 Woodsman Street,,45874
C00003000,845 Young St.,,40366
C00003001,82 E. Shipley Dr.,,10101
C00003002,378 Glenlake Road,,48534
C00003003,345 Circle Ave.,,1843
C00003004,7116 Prospect Ave.,,1843
C00003005,9779 Henry Dr.,,44700
C00003006,889 North Edgewood Drive,,44129
C00003007,218 Princeton Street,,10705
C00003008,834 Homewood Drive,,45176
C00003009,199 Middle River St.,,46797
C00003010,42 Parker Ave.,,44955
C00003011,56 Pendergast Lane,,46640
C00003012,7 Tarkiln Hill Dr.,,48091
C00003013,27 Hanover Avenue,,1111
C00003014,797 SW. Marconi St.,,1115
C00003015,63 High Noon Ave.,,40789
C00003016,36 Church Drive,,45372
C00003017,9065 Academy St.,,46772
C00003018,241 S. Edgefield St.,,2724
C00003019,7712 South Ave.,,46896
C00003020,8219 2nd Avenue,,44981
C00003021,580 Ivy St.,,10106
C00003022,118 University Ave.,,10035
C00003023,153 Birchpond Court,,48146
C00003024,327 Lake View Dr.,,1905
C00003025,788 Sunset St.,,1910
C00003026,92 School Ave.,,40929
C00003027,91 Hanover Ave.,,42816
C00003028,8842 North Theatre Rd.,,43181
C00003029,85 Sussex Ave.,,40682
C00003030,89 N. Greystone Ave.,,48308
C00003031,77 W. Bayport Street,,40087
C00003032,482 Bayport Street,,41233
C00003035,418 Fordham Ave.,,40576
C00003036,40 West Lafayette Ave.,,44763
C00003037,7371 Briarwood St.,,46066
C00003038,995 S. Country Club St.,,46919
C00003039,91 Pumpkin Hill Dr.,,1851
C00003041,67 North Prince Ave.,,45134
C00003042,8355 Chapel Street,,42443
C00003043,314 Forest Road,,45711
C00003044,738 Sussex St.,,47408
C00003045,13 Morris St.,,47521
C00003046,6 Indian Spring St.,,10171
C00003047,961 Plymouth Street,,49457
C00003048,8 St Louis Ave.,,45815
C00003049,45 North Brickyard Street,,40304
C00003050,915 Windfall St.,,49106
C00003051,218 Fordham Drive,,2467
C00003054,693 Hickory Dr.,,43624
C00003055,33 Tanglewood Ave.,,1118
C00003056,9570 St Paul St.,,49384
C00003057,685 Rockland St.,,40677
C00003058,638A Williams Ave.,,32771
C00003059,54 Glen Eagles Drive,,2724
C00003060,474 Wood Dr.,,2724
C00003061,7749 Railroad St.,,2724
C00003062,9741 Jennings Street,,40827
C00003063,80 Brickell Ave.,,40763
C00003064,2 Green Lake Court,,41637
C00003065,8135 East Third St.,,43615
C00003066,8339 Shady Rd.,,43831
C00003067,91 Manor Station St.,,2744
C00003068,7777 4th Dr.,,2740
C00003069,656 North Oak St.,,45905
C00003070,9657 Ridgeview St.,,45804
C00003071,44 Sage Dr.,,48916
C00003072,7884 East Greenview Lane,,10123
C00003073,947 West Pawnee Road,,10279
C00003074,52 Newcastle Street,,10095
C00003075,948 Lafayette St.,,45085
C00003076,261 East Glen Ridge St.,,2741
C00003077,19 Galvin Ave.,,14215
C00003078,9 Sherwood St.,,14276
C00003079,524 Cedar Swamp St.,,48420
C00003080,4 E. University Street,,41581
C00003081,744 South Olive St.,,46863
C00003082,13 West Brandywine Ave.,,40450
C00003083,8216 Talbot Avenue,,45795
C00003084,636 East Cobblestone Rd.,,48238
C00003085,8415 Inverness Dr.,,42378
C00003086,19 Valley St.,,48639
C00003087,61 Center Rd.,,41701
C00003088,14 Circle St.,,44792
C00003089,9348 Park Drive,,43026
C00003090,294 Rockville Dr.,,42577
C00003091,9763 Rose Street,,41680
C00003092,9 South Southampton Drive,,2269
C00003093,34 NE. Essex Lane,,40899
C00003094,607 Arch Street,,1610
C00003095,7396 Littleton Drive,,44303
C00003096,7985 Broad Street,,46986
C00003097,6 Orange Street,,1610
C00003098,8 Fawn Ave.,,42695
C00003099,7592 Queen St.,,46994
C00003100,48 10th St.,,45357
C00003101,76 Edgewater Ave.,,10260
C00003102,8290 Bear Hill Rd.,,2724
C00003103,39 Shady St.,,45699
C00003104,661 S. Glendale Lane,,44790
C00003105,645 SE. Cleveland St.,,42582
C00003106,633 Jockey Hollow Circle,,49539
C00003107,821 North Philmont Avenue,,46531
C00003108,8606 Johnson Dr.,,40741
C00003109,7213 Myers St.,,48857
C00003110,413 Rose Street,,47846
C00003111,65 Shipley St.,,40133
C00003112,277 Wild Rose Ave.,,46151
C00003113,889 Gates Ave.,,1905
C00003114,647 Marvon Ave.,,1905
C00003115,8221 Howard Ave.,,46957
C00003116,740 Newport St.,,41948
C00003117,59 Sussex Court,,43615
C00003118,18 Hilldale Ave.,,44122
C00003119,632 W. Sage Court,,14202
C00003120,7663 Gartner Street,,14646
C00003121,6 Thompson Road,,2742
C00003122,687 Harvey Road,,2743
C00003123,8561 Spring St.,,10151
C00003124,184 Pulaski Drive,,43388
C00003125,8470 N. Cardinal Circle,,45190
C00003126,653 Victoria St.,,48788
C00003127,9925 South Greenrose St.,,10110
C00003128,876 Poplar St.,,1843
C00003129,9988 Heritage Drive,,49068
C00003130,149 Studebaker Drive,,41681
C00003131,8063 4th Street,,10102
C00003132,796 South Armstrong Lane,,10095
C00003133,74 W. Birchwood Rd.,,41183
C00003134,7441 Manor Street,,10037
C00003135,9047 Thompson St.,,1654
C00003136,184 W. High Lane,,10038
C00003137,7775 Queen Lane,,46752
C00003138,690 W. 8th St.,,44779
C00003139,528 Old York Ave.,,40122
C00003140,540 Annadale St.,,40011
C00003141,806 Maiden Rd.,,2205
C00003142,8262 E. Somerset Drive,,42940
C00003143,9765 Arch St.,,46274
C00003144,51 North Queen St.,,10030
C00003145,72 Oakwood Ave.,,10116
C00003146,9166 Glen Creek St.,,10122
C00003147,919 Crescent St.,,45798
C00003148,174 Peg Shop Ave.,,40900
C00003149,52 Augusta Ave.,,43534
C00003150,8525 Greenview Ave.,,48293
C00003151,580 Bradford St.,,10024
C00003152,800 Argyle Rd.,,10022
C00003153,4 Nichols Street,,40601
C00003154,8029 Essex Lane,,43060
C00003155,81 Augusta Ave.,,48174
C00003156,7032 Dogwood Road,,41812
C00003157,8575 Locust St.,,10129
C00003158,945 S. Pearl Dr.,,10155
C00003159,20 Prospect St.,,45296
C00003160,953 Washington Drive,,42863
C00003161,101 Poplar Ave.,,42870
C00003162,7061 Lake View Drive,,1851
C00003163,826 St Paul Drive,,10104
C00003164,79 Peninsula Ave.,,10158
C00003165,9522 East School Street,,40024
C00003166,9870 Evergreen Avenue,,49831
C00003167,9989 Myers Street,,1614
C00003170,581 Central Ave.,,10705
C00003171,328 Manor Station Street,,10705
C00003172,810 East Nichols Drive,,47042
C00003173,9899 Arch Court,,41020
C00003174,9235 W. Johnson Dr.,,46230
C00003175,493 Overlook Court,,43183
C00003176,7 Bayport Ave.,,10031
C00003177,471 Third Road,,41805
C00003178,29 Border Lane,,45647
C00003179,61 2nd Ave.,,41035
C00003180,8284 W. Alton Ave.,,48326
C00003181,7557 Purple Finch Avenue,,46464
C00003182,220 Marsh Rd.,,46262
C00003183,61 Briarwood Drive,,43056
C00003184,15 Peninsula Street,,45224
C00003185,787 Birchpond Drive,,46471
C00003186,804 Edgemont St.,,10199
C00003187,12 Lafayette Dr.,,45077
C00003188,97 Bedford Ave.,,46933
C00003190,293 Fawn St.,,10023
C00003191,319 Old York Drive,,2141
C00003192,635 Bridgeton St.,,40390
C00003193,54 Lantern St.,,46048
C00003194,503 George Road,,1119
C00003195,17 Lake Forest Dr.,,40760
C00003196,8395 Piper Ave.,,41562
C00003197,9601 East Rosewood Road,,10034
C00003198,74 La Sierra Avenue,,10119
C00003199,313 Church Ave.,,10115
C00003200,9220 Carpenter Drive,,10022
C00003201,28 Constitution Street,,42570
C00003202,73 Cambridge St.,,2142
C00003203,284 N. Woodland Court,,10022
C00003204,29 Pleasant Lane,,10060
C00003205,76 West Pumpkin Hill St.,,10040
C00003206,8556 North Howard St.,,10030
C00003207,884 County Street,,1851
C00003208,147 Hudson Dr.,,45328
C00003209,626 S. Big Rock Cove Street,,45291
C00003210,619 Winding Way Road,,41871
C00003211,399 Maple Drive,,40326
C00003213,208 Mill Ave.,,10026
C00003214,8008 Catherine St.,,2143
C00003215,8553 West Atlantic Ave.,,47899
C00003216,69 South Amherst St.,,2305
C00003217,4 James Drive,,2720
C00003218,7526 N. Arrowhead Circle,,33080
C00003219,629 Cherry Lane,,43449
C00003220,911 Nichols Rd.,,41648
C00003221,7 University St.,,40495
C00003222,67 Williams St.,,46608
C00003225,8266 Annadale Ave.,,49359
C00003226,632 Pleasant Ave.,,10008
C00003227,9425 Oakwood Dr.,,2269
C00003228,226 Lake Lane,,46536
C00003229,86 Arnold Road,,14204
C00003230,7051 West Smith St.,,10009
C00003231,391 Cedarwood St.,,49508
C00003232,4 Mulberry St.,,45321
C00003233,294 West State Lane,,10115
C00003234,297 Evergreen Ave.,,41266
C00003235,56 Glen Eagles Ave.,,41058
C00003236,588 Oxford Ave.,,46158
C00003239,8181 School Drive,,47532
C00003240,100 South Spring Avenue,,46208
C00003241,754 Riverside Court,,43723
C00003242,204 East Ave.,,47446
C00003243,385 Plumb Branch St.,,2143
C00003244,8338 Brookside Street,,46755
C00003245,3 Wintergreen Ave.,,40689
C00003246,42 Somerset Lane,,45139
C00003247,721 Sierra St.,,1843
C00003248,8213 Devon Lane,,43457
C00003249,534 W. Lancaster St.,,44221
C00003250,9730 Spring Rd.,,43012
C00003251,9340 10th Ave.,,49650
C00003252,755 Windfall Street,,41816
C00003253,144 Amerige Lane,,49876
C00003254,25 Fordham Street,,10118
C00003255,20 West Street,,47759
C00003256,630 Rockwell Ave.,,44648
C00003257,166 Academy Ave.,,41112
C00003258,296 Annadale Court,,46376
C00003259,269 Newbridge St.,,2143
C00003260,7646 N. County Street,,46425
C00003261,514 South Edgefield Ave.,,41311
C00003262,9440 Sleepy Hollow Dr.,,2720
C00003264,16 Orchard Street,,45907
C00003265,32 Cardinal Ave.,,45548
C00003266,1 Studebaker Ave.,,44934
C00003267,18 Lakewood Street,,2720
C00003268,7286 Cherry Ave.,,10055
C00003269,9412 Old Roosevelt Lane,,41714
C00003270,7323 Longbranch Street,,49148
C00003271,9145 Center Drive,,2305
C00003272,8960 West Acacia Court,,2135
C00003273,127 Cobblestone Rd.,,2113
C00003274,7698 Hartford Ave.,,40542
C00003275,117 Plymouth Ave.,,42243
C00003276,707 Lancaster Ave.,,49200
C00003277,92 Sherman Dr.,,42174
C00003278,20 Homestead Drive,,48175
C00003279,4 Creek Drive,,40887
C00003280,175 S. Bald Hill St.,,42871
C00003281,9942 South Drive,,43206
C00003282,25 Overlook Ave.,,43252
C00003283,466 S. Pennsylvania Rd.,,49519
C00003284,7095 Fieldstone St.,,40966
C00003285,798 Bow Ridge Ave.,,44823
C00003286,8613 South Manhattan St.,,40373
C00003287,477 Nut Swamp St.,,49808
C00003288,876 Trenton Street,,1840
C00003289,84 Birchwood Ave.,,14647
C00003290,19 Laurel Lane,,41860
C00003291,673 Summer Street,,42541
C00003292,543 Silver Spear Street,,49485
C00003293,59 Linden Lane,,10109
C00003294,156 Livingston Street,,46872
C00003295,1 Old St Margarets Rd.,,46864
C00003296,8215 Border St.,,47601
C00003297,351 Mill Pond Ave.,,10172
C00003298,9479 Chestnut Ave.,,43141
C00003299,3 Philmont St.,,10705
C00003300,17 St Paul St.,,40995
C00003302,745 Roosevelt St.,,40637
C00003303,9453 Peg Shop Ave.,,45875
C00003304,705 Cedar Swamp Drive,,1840
C00003305,8019 Campfire Street,,49447
C00003306,7833 Pumpkin Hill Drive,,42506
C00003307,6 Baker Ave.,,49681
C00003308,377 Manhattan Lane,,44273
C00003309,8353 Ramblewood Ave.,,43442
C00003310,49 Country Club Ave.,,41011
C00003311,8981 Sheffield Street,,1128
C00003312,21 Ketch Harbour Rd.,,45761
C00003313,8381 Griffin Street,,1905
C00003314,35 Indian Summer Street,,45088
C00003315,8823 Pearl Street,,48541
C00003316,901 North Jackson Avenue,,10154
C00003317,8953 Bedford Street,,10041
C00003319,998 Helen Drive,,10150
C00003320,4 Lower River Dr.,,10173
C00003321,595 Arlington Avenue,,47566
C00003322,226 Randall Mill Ave.,,49149
C00003323,95 Windsor Avenue,,41804
C00003324,9929 Logan St.,,45399
C00003325,503 Albany Dr.,,47724
C00003326,99 South Overlook Avenue,,2744
C00003327,823 Mayflower Lane,,44290
C00003328,7688 3rd Street,,43321
C00003329,930 Cleveland Road,,49389
C00003330,64C Goldfield Dr.,,41333
C00003331,14 Alton Circle,,40235
C00003332,98 South Brickyard St.,,47474
C00003333,122 Redwood Street,,47167
C00003334,669A Trenton Ave.,,10120
C00003335,368 Sugar Rd.,,44172
C00003336,8878 Fairfield Ave.,,48266
C00003337,187 Glendale Road,,42520
C00003338,8666 E. Chestnut Street,,1840
C00003339,9410 Sage St.,,43437
C00003340,702 Shub Farm Avenue,,49014
C00003341,846 Saxon Lane,,40334
C00003342,19 Pacific St.,,43363
C00003344,9058 Ryan Dr.,,45573
C00003345,7482 Tanglewood Court,,40315
C00003346,81 Sutor Ave.,,40552
C00003347,26 Piper Ave.,,45012
C00003348,685 South Bank St.,,44437
C00003349,94 NE. Summer Ave.,,40230
C00003350,9346 E. Summerhouse St.,,46242
C00003351,8 N. Lookout Road,,49901
C00003352,31 Union Dr.,,47889
C00003353,988 Oak Street,,41374
C00003354,474 N. Henry Smith St.,,42829
C00003355,8730 North Augusta Dr.,,49117
C00003356,7348 Andover Rd.,,40537
C00003357,36 Lancaster Ave.,,42476
C00003358,71 E. Mayflower Ave.,,42740
C00003359,966 South Branch St.,,10114
C00003360,335 Longfellow Dr.,,44495
C00003361,742 S. San Carlos Ave.,,47784
C00003365,184 Pennington St.,,10108
C00003366,7645 Summit Street,,43308
C00003367,735 Grant Ave.,,40061
C00003368,9443 Princess Ave.,,46418
C00003369,618 Oakland Drive,,10012
C00003370,909 Gonzales Dr.,,41123
C00003371,107 Summerhouse Ave.,,43481
C00003372,8021 Harrison St.,,10168
C00003373,7329 Laurel Lane,,41147
C00003374,8469 William Dr.,,47276
C00003375,317 Sheffield Court,,48685
C00003376,280 S. Cedar Ave.,,42046
C00003377,7468 Bowman St.,,48106
C00003378,59 Roosevelt Rd.,,41286
C00003379,8179 Main Ave.,,49710
C00003380,8386 S. Carpenter Road,,45167
C00003381,275 Birchpond St.,,46260
C00003382,9105 Squaw Creek Road,,41676
C00003383,715 Cemetery Avenue,,45554
C00003384,92 Atlantic Rd.,,43638
C00003385,9144 W. Applegate St.,,41062
C00003386,230 San Pablo Street,,20120
C00003387,569 St Paul Drive,,2305
C00003388,7039B St Paul Street,,44993
C00003389,79 Buckingham Lane,,48829
C00003390,7375 Grandrose Court,,43872
C00003391,577 Prospect Ave.,,48223
C00003392,762 Westminster Dr.,,10113
C00003393,7199 East Glendale Dr.,,42575
C00003394,1 S. Fawn Ave.,,43886
C00003395,762 Shore Street,,44758
C00003396,7655 Applegate St.,,40591
C00003397,39 Green Drive,,48421
C00003398,433 Manor Ave.,,45909
C00003399,67 Maple Court,,47949
C00003402,9 Old York Ave.,,40287
C00003403,8292 Lake Forest Avenue,,47034
C00003404,10 SE. Academy Ave.,,2140
C00003405,42 Border St.,,49130
C00003406,98 Fairfield Street,,47307
C00003407,441 Prospect Ave.,,46788
C00003408,175 Henry Smith Ave.,,40643
C00003409,985 South Edgewood Dr.,,46852
C00003410,310 Cactus Street,,41013
C00003412,123 College Dr.,,2745
C00003413,84 Birch Hill St.,,2746
C00003414,351 East Beech St.,,45611
C00003415,72 Temple Drive,,42771
C00003416,7471 Roosevelt Street,,48134
C00003417,1 Pheasant Court,,43416
C00003418,154 Green Lake Road,,45279
C00003420,8094 Jockey Hollow Circle,,43669
C00003421,8612 North Westport St.,,45402
C00003422,8323 Canterbury Drive,,10081
C00003423,45 S. Miles St.,,42425
C00003424,117 South Gulf Street,,45186
C00003425,42 Lake Forest Street,,48727
C00003426,595 Central Rd.,,44273
C00003427,9364 Princess Drive,,40498
C00003428,1 Peninsula Ave.,,40330
C00003429,8778 Rockledge St.,,47398
C00003430,836 Leeton Ridge St.,,47258
C00003431,852 Adams Road,,40278
C00003432,876 Buckingham Court,,42539
C00003433,7220 East Lane,,2143
C00003434,75 Evergreen Dr.,,2143
C00003435,13 Pennsylvania Dr.,,49302
C00003436,138 Manor St.,,45525
C00003437,7709 Devon Ave.,,49935
C00003438,8236 East Valley View Drive,,46766
C00003439,77 Addison Road,,48196
C00003440,15 Cypress Street,,10260
C00003441,181 Tanglewood St.,,14649
C00003443,8427 Maiden St.,,10010
C00003444,9189 Queen Rd.,,2740
C00003445,28 Sleepy Hollow St.,,49678
C00003446,75 Broad Street,,45347
C00003447,7176 Paris Hill St.,,47746
C00003448,651 Mayflower Dr.,,10115
C00003449,7 East Purple Finch Ave.,,44041
C00003450,474 Hall Avenue,,40616
C00003451,22 Sussex Ave.,,49964
C00003452,7949 West Catherine Street,,40891
C00003453,8629 Addison Drive,,2141
C00003454,351 Cactus Dr.,,43703
C00003455,815 Belmont St.,,48180
C00003456,780 Wayne Road,,42462
C00003457,224 Washington Dr.,,14650
C00003458,8434 Tower St.,,42854
C00003459,41 3rd Ave.,,44869
C00003460,7 York Dr.,,44212
C00003461,637 SE. Sussex St.,,43598
C00003462,904 Lake View Rd.,,43636
C00003463,952 Sunnyslope Rd.,,10122
C00003464,71 Eagle Ave.,,43243
C00003465,85 SW. Fieldstone Ave.,,48635
C00003466,580 Border St.,,10090
C00003467,54 Union Ave.,,10018
C00003468,17 Sycamore Drive,,49821
C00003469,2 North Arnold Ave.,,10166
C00003470,8875 SE. Buckingham Ave.,,47883
C00003471,9676 Rockcrest Street,,10128
C00003472,8204 West New Saddle St.,,42066
C00003473,101 Spring Drive,,42774
C00003474,7329 Briarwood Street,,48333
C00003475,8177 Prospect Dr.,,45958
C00003476,8843 Ivy Rd.,,1905
C00003477,20 Mill Pond Lane,,46199
C00003478,7266 South North Drive,,10103
C00003479,9202 Princess Rd.,,10165
C00003480,2 Livingston Court,,40384
C00003481,90 Bear Hill Lane,,43069
C00003482,7238 Bishop Avenue,,2143
C00003483,7179 Edgewood Court,,42596
C00003484,781 Chapel Street,,41948
C00003485,7723 Plumb Branch Dr.,,13225
C00003486,8 Greenrose Court,,13235
C00003487,7507 Lakewood St.,,10027
C00003488,438 South Bayport St.,,10114
C00003489,90 Hilldale St.,,10705
C00003490,651 SE. Catherine St.,,41251
C00003491,7334 Iroquois Street,,45261
C00003492,7800 South Shady St.,,43554
C00003493,7931 Fremont Ave.,,1840
C00003494,317 Lakeview Dr.,,47571
C00003495,717 Boston St.,,42976
C00003496,7 Thorne St.,,47986
C00003497,546 Old Tarkiln Hill St.,,46992
C00003498,25 Lake Forest Drive,,13244
C00003499,92 James Court,,48284
C00003500,796 S. Grove St.,,44575
C00003501,209 Howard St.,,1118
C00003502,695 East Newport Street,,44613
C00003503,57 Edgemont Lane,,48827
C00003504,71 Carriage Court,,47642
C00003505,9954 Birch Hill Ave.,,43343
C00003506,9 Bradford St.,,10011
C00003507,840 Deerfield Street,,47647
C00003508,692 Thomas Rd.,,41141
C00003509,905 Strawberry St.,,44128
C00003510,91 S. Morris Drive,,43176
C00003511,9302 Beaver Ridge Street,,45310
C00003512,422 East Cedarwood Lane,,45182
C00003513,437 NE. Lees Creek Lane,,45669
C00003514,780 Princeton Rd.,,42844
C00003515,1 Ridgewood Drive,,2720
C00003516,7081 East Nichols Street,,2305
C00003517,90 Garden St.,,40308
C00003518,498 Wood Street,,44724
C00003519,89 W. Vine Ave.,,40532
C00003520,8031 North Cedarwood Ave.,,47484
C00003521,554 Lincoln Avenue,,41285
C00003522,247 Vine Ave.,,2741
C00003523,7919 Mayflower Lane,,45435
C00003524,129 Eagle St.,,42175
C00003525,9093 Miller St.,,40715
C00003526,117 Gregory Rd.,,47294
C00003527,10 Rockland Lane,,13250
C00003528,7615 Main St.,,41961
C00003529,10 Devon St.,,42400
C00003530,7362 E. Amherst Court,,47861
C00003531,83 South Sussex Road,,40480
C00003532,9148 Water Dr.,,2142
C00003533,58 Lookout Street,,10005
C00003534,7831 Wall Ave.,,14201
C00003535,62 Howard St.,,46373
C00003536,941 Arch Dr.,,1851
C00003537,216 Shub Farm Drive,,1119
C00003538,417 Orchard Lane,,10116
C00003539,8610 Front Road,,48072
C00003540,69 Griffin Drive,,1128
